Customer_Index,tenure,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,InternetService_Fiber optic,Churn_Probability,Risk_Tier,Churn_Actual,Churn_Predicted,Top_3_Drivers,Recommended_Action
832,3,65.25,209.9,0,0,0,0.4258144,Medium Risk,0,0,charges_per_tenure (+0.843) | Contract_Two year (+0.193) | MultipleLines (+0.155),Proactive email — annual contract upgrade incentive
884,55,94.75,5276.1,1,0,1,0.4251688,Medium Risk,0,0,PaymentMethod_Electronic check (+0.277) | InternetService_Fiber optic (+0.219) | Contract_Two year (+0.160),Check-in call — satisfaction survey + usage review
907,1,20.7,20.7,0,0,0,0.4251455,Medium Risk,0,0,charges_per_tenure (+0.835) | tenure (+0.185) | Contract_Two year (+0.185),Proactive email — annual contract upgrade incentive
144,18,57.45,990.85,0,0,0,0.42510283,Medium Risk,1,0,PaymentMethod_Electronic check (+0.350) | Contract_Two year (+0.232) | Contract_One year (+0.107),Proactive email — annual contract upgrade incentive
89,28,96.6,2684.35,0,0,1,0.41821724,Medium Risk,0,0,InternetService_Fiber optic (+0.270) | Contract_One year (+0.210) | Contract_Two year (+0.208),Proactive email — annual contract upgrade incentive
1070,6,55.3,324.25,0,0,0,0.41752,Medium Risk,1,0,charges_per_tenure (+0.422) | Contract_Two year (+0.195) | Contract_One year (+0.137),Proactive email — annual contract upgrade incentive
1202,54,89.4,4869.5,0,0,1,0.4161506,Medium Risk,0,0,Contract_Two year (+0.366) | InternetService_Fiber optic (+0.309) | Contract_One year (+0.206),Proactive email — annual contract upgrade incentive
42,67,111.2,7530.8,0,1,1,0.41602743,Medium Risk,0,0,TotalCharges (+0.754) | MonthlyCharges (+0.374) | InternetService_Fiber optic (+0.211),Check-in call — satisfaction survey + usage review
242,14,66.6,979.5,0,0,0,0.41476798,Medium Risk,0,0,charges_per_tenure (+0.240) | Contract_Two year (+0.187) | MultipleLines (+0.156),Proactive email — annual contract upgrade incentive
45,49,109.2,5290.45,1,0,1,0.41251665,Medium Risk,0,0,TotalCharges (+0.233) | InternetService_Fiber optic (+0.190) | StreamingMovies (+0.179),Check-in call — satisfaction survey + usage review
258,63,109.85,7002.95,0,0,1,0.4123129,Medium Risk,0,0,InternetService_Fiber optic (+0.332) | Contract_Two year (+0.187) | MonthlyCharges (+0.179),Proactive email — annual contract upgrade incentive
342,40,85.05,3355.65,1,0,1,0.41197658,Medium Risk,0,0,PaymentMethod_Electronic check (+0.445) | InternetService_Fiber optic (+0.243) | Contract_Two year (+0.222),Check-in call — satisfaction survey + usage review
163,15,55.7,899.8,0,0,0,0.40988532,Medium Risk,1,0,Contract_Two year (+0.207) | Contract_One year (+0.159) | TotalCharges (+0.148),Proactive email — annual contract upgrade incentive
1135,7,25.05,189.95,0,0,0,0.40944755,Medium Risk,0,0,PhoneService (+0.251) | Contract_Two year (+0.234) | Contract_One year (+0.203),Proactive email — annual contract upgrade incentive
1049,12,58.35,740.55,0,0,0,0.40805155,Medium Risk,0,0,Contract_Two year (+0.189) | Contract_One year (+0.140) | charges_per_tenure (+0.096),Proactive email — annual contract upgrade incentive
733,2,19.9,57.4,0,0,0,0.40607336,Medium Risk,0,0,PaymentMethod_Electronic check (+0.308) | Contract_One year (+0.195) | Contract_Two year (+0.189),Proactive email — annual contract upgrade incentive
491,7,64.95,493.65,0,0,0,0.40517935,Medium Risk,0,0,charges_per_tenure (+0.266) | Contract_Two year (+0.187) | PaymentMethod_Electronic check (+0.173),Proactive email — annual contract upgrade incentive
223,62,110.75,7053.35,1,0,1,0.40490118,Medium Risk,0,0,InternetService_Fiber optic (+0.220) | StreamingMovies (+0.184) | Contract_Two year (+0.172),Check-in call — satisfaction survey + usage review
323,10,67.8,653.15,0,0,0,0.4042251,Medium Risk,0,0,Contract_Two year (+0.198) | Contract_One year (+0.108) | PaperlessBilling (+0.090),Proactive email — annual contract upgrade incentive
1301,51,110.05,5686.4,1,0,1,0.40391964,Medium Risk,0,0,MonthlyCharges (+0.282) | InternetService_Fiber optic (+0.212) | StreamingMovies (+0.189),Check-in call — satisfaction survey + usage review
1361,1,20.45,20.45,0,0,0,0.40384498,Medium Risk,0,0,charges_per_tenure (+0.906) | Contract_Two year (+0.195) | tenure (+0.185),Proactive email — annual contract upgrade incentive
457,59,89.75,5496.9,0,0,1,0.40353915,Medium Risk,0,0,Contract_Two year (+0.362) | InternetService_Fiber optic (+0.277) | Contract_One year (+0.216),Proactive email — annual contract upgrade incentive
989,6,19.85,119.3,0,0,0,0.4026629,Medium Risk,0,0,MonthlyCharges (+0.263) | Contract_Two year (+0.250) | Contract_One year (+0.182),Proactive email — annual contract upgrade incentive
289,42,99.0,4298.45,1,0,1,0.40229675,Medium Risk,0,0,PaymentMethod_Electronic check (+0.308) | InternetService_Fiber optic (+0.198) | Contract_Two year (+0.189),Check-in call — satisfaction survey + usage review
837,18,49.55,878.35,0,0,0,0.4022182,Medium Risk,1,0,Contract_Two year (+0.243) | Contract_One year (+0.153) | PaperlessBilling (+0.101),Proactive email — annual contract upgrade incentive
422,43,80.2,3581.6,1,0,0,0.40217808,Medium Risk,0,0,PaymentMethod_Electronic check (+0.291) | Contract_Two year (+0.228) | StreamingMovies (+0.110),Check-in call — satisfaction survey + usage review
1215,17,98.6,1704.95,1,0,1,0.4018257,Medium Risk,1,0,MonthlyCharges (+0.545) | charges_per_tenure (+0.417) | InternetService_Fiber optic (+0.205),Check-in call — satisfaction survey + usage review
111,22,87.0,1850.65,0,0,1,0.4010171,Medium Risk,0,0,InternetService_Fiber optic (+0.250) | Contract_Two year (+0.222) | Contract_One year (+0.188),Proactive email — annual contract upgrade incentive
1129,10,72.15,794.25,0,0,0,0.40025446,Medium Risk,1,0,Contract_Two year (+0.194) | PaperlessBilling (+0.107) | OnlineSecurity (+0.089),Proactive email — annual contract upgrade incentive
1324,68,107.7,7320.9,0,0,1,0.3997016,Low Risk,0,0,InternetService_Fiber optic (+0.302) | Contract_Two year (+0.219) | PaymentMethod_Electronic check (+0.155),Standard engagement — monitor monthly
284,65,106.25,6979.8,1,0,1,0.39870736,Low Risk,1,0,MonthlyCharges (+0.327) | InternetService_Fiber optic (+0.234) | PaymentMethod_Electronic check (+0.205),Standard engagement — monitor monthly
647,46,45.55,2062.15,0,0,0,0.39793822,Low Risk,0,0,PhoneService (+0.398) | PaymentMethod_Electronic check (+0.340) | Contract_Two year (+0.268),Standard engagement — monitor monthly
1138,23,54.25,1221.55,0,0,0,0.39627153,Low Risk,0,0,PaymentMethod_Electronic check (+0.309) | Contract_Two year (+0.232) | Contract_One year (+0.179),Standard engagement — monitor monthly
1042,16,19.35,275.9,0,0,0,0.3958781,Low Risk,0,0,MonthlyCharges (+0.538) | Contract_Two year (+0.306) | Contract_One year (+0.249),Standard engagement — monitor monthly
1270,66,104.9,6891.45,1,0,1,0.39543787,Low Risk,0,0,InternetService_Fiber optic (+0.240) | Contract_Two year (+0.237) | MonthlyCharges (+0.201),Standard engagement — monitor monthly
1235,13,55.95,734.35,0,0,0,0.3948498,Low Risk,1,0,PaymentMethod_Electronic check (+0.343) | Contract_Two year (+0.201) | Contract_One year (+0.131),Standard engagement — monitor monthly
98,8,68.55,564.35,0,0,0,0.39275604,Low Risk,0,0,charges_per_tenure (+0.446) | PaymentMethod_Electronic check (+0.191) | Contract_Two year (+0.183),Standard engagement — monitor monthly
455,55,44.85,2479.05,0,0,0,0.3904482,Low Risk,0,0,PaymentMethod_Electronic check (+0.427) | PhoneService (+0.388) | Contract_Two year (+0.272),Standard engagement — monitor monthly
554,18,74.15,1387.0,0,0,1,0.3893602,Low Risk,0,0,InternetService_Fiber optic (+0.243) | Contract_Two year (+0.219) | Contract_One year (+0.186),Standard engagement — monitor monthly
93,58,100.4,5749.8,0,0,1,0.3888463,Low Risk,0,0,InternetService_Fiber optic (+0.309) | Contract_Two year (+0.267) | SeniorCitizen (+0.214),Standard engagement — monitor monthly
1053,32,93.4,2979.3,0,0,1,0.38854143,Low Risk,0,0,InternetService_Fiber optic (+0.269) | Contract_Two year (+0.227) | Contract_One year (+0.156),Standard engagement — monitor monthly
29,62,103.75,6383.35,1,0,1,0.387988,Low Risk,1,0,PaymentMethod_Electronic check (+0.252) | InternetService_Fiber optic (+0.235) | MonthlyCharges (+0.227),Standard engagement — monitor monthly
567,16,49.45,799.0,0,0,0,0.38718572,Low Risk,0,0,Contract_Two year (+0.237) | Contract_One year (+0.171) | PaperlessBilling (+0.108),Standard engagement — monitor monthly
575,53,94.0,4871.45,1,0,1,0.38445845,Low Risk,0,0,PaymentMethod_Electronic check (+0.300) | InternetService_Fiber optic (+0.194) | SeniorCitizen (+0.178),Standard engagement — monitor monthly
196,59,95.8,5655.45,0,1,1,0.3842168,Low Risk,0,0,MonthlyCharges (+0.568) | PaymentMethod_Electronic check (+0.333) | InternetService_Fiber optic (+0.200),Standard engagement — monitor monthly
1083,22,75.0,1573.95,0,0,1,0.38395923,Low Risk,0,0,InternetService_Fiber optic (+0.247) | Contract_Two year (+0.221) | Contract_One year (+0.192),Standard engagement — monitor monthly
370,39,81.5,3107.3,0,0,1,0.38234353,Low Risk,0,0,InternetService_Fiber optic (+0.321) | Contract_Two year (+0.280) | Contract_One year (+0.227),Standard engagement — monitor monthly
831,60,94.4,5610.25,1,0,1,0.3803997,Low Risk,1,0,PaymentMethod_Electronic check (+0.319) | InternetService_Fiber optic (+0.225) | Contract_Two year (+0.224),Standard engagement — monitor monthly
641,60,103.75,5969.95,0,0,1,0.3799374,Low Risk,0,0,InternetService_Fiber optic (+0.352) | MonthlyCharges (+0.268) | Contract_Two year (+0.233),Standard engagement — monitor monthly
331,26,73.05,1959.5,0,0,0,0.37986055,Low Risk,0,0,PaymentMethod_Electronic check (+0.319) | Contract_Two year (+0.227) | Contract_One year (+0.118),Standard engagement — monitor monthly
1099,20,24.9,505.95,0,0,0,0.37611133,Low Risk,0,0,Contract_Two year (+0.306) | PhoneService (+0.297) | Contract_One year (+0.241),Standard engagement — monitor monthly
978,14,105.95,1348.9,1,0,1,0.3759053,Low Risk,1,0,charges_per_tenure (+0.408) | InternetService_Fiber optic (+0.216) | Contract_Two year (+0.153),Standard engagement — monitor monthly
1307,19,20.0,377.55,0,0,0,0.37584326,Low Risk,0,0,PaymentMethod_Electronic check (+0.297) | Contract_Two year (+0.285) | Contract_One year (+0.203),Standard engagement — monitor monthly
1340,9,24.6,190.1,0,0,0,0.3740391,Low Risk,0,0,PhoneService (+0.294) | Contract_Two year (+0.261) | Contract_One year (+0.194),Standard engagement — monitor monthly
784,1,20.3,20.3,0,0,0,0.37333184,Low Risk,0,0,charges_per_tenure (+0.807) | Contract_Two year (+0.197) | Contract_One year (+0.187),Standard engagement — monitor monthly
605,5,65.6,339.9,0,0,0,0.37203494,Low Risk,0,0,charges_per_tenure (+0.746) | Contract_Two year (+0.194) | PaperlessBilling (+0.134),Standard engagement — monitor monthly
23,48,103.25,5037.55,1,0,1,0.36954117,Low Risk,1,0,InternetService_Fiber optic (+0.253) | MonthlyCharges (+0.217) | StreamingMovies (+0.191),Standard engagement — monitor monthly
275,7,59.5,415.95,0,0,0,0.3693444,Low Risk,1,0,charges_per_tenure (+0.382) | Contract_Two year (+0.187) | Contract_One year (+0.144),Standard engagement — monitor monthly
225,3,60.65,196.9,0,0,0,0.36792597,Low Risk,0,0,charges_per_tenure (+1.014) | Contract_Two year (+0.196) | Contract_One year (+0.123),Standard engagement — monitor monthly
312,50,108.75,5431.9,0,0,1,0.3636133,Low Risk,0,0,InternetService_Fiber optic (+0.290) | Contract_Two year (+0.182) | TotalCharges (+0.154),Standard engagement — monitor monthly
38,1,20.6,20.6,0,0,0,0.36171183,Low Risk,1,0,charges_per_tenure (+0.963) | tenure (+0.201) | Contract_Two year (+0.194),Standard engagement — monitor monthly
696,63,109.4,7031.45,0,0,1,0.36079663,Low Risk,0,0,InternetService_Fiber optic (+0.288) | Contract_Two year (+0.176) | SeniorCitizen (+0.152),Standard engagement — monitor monthly
949,5,19.95,109.6,0,0,0,0.35903528,Low Risk,0,0,Contract_Two year (+0.217) | Contract_One year (+0.212) | TotalCharges (+0.109),Standard engagement — monitor monthly
532,1,20.4,20.4,0,0,0,0.35838306,Low Risk,1,0,charges_per_tenure (+0.883) | Contract_Two year (+0.196) | tenure (+0.194),Standard engagement — monitor monthly
340,46,94.15,4408.45,1,0,1,0.35821828,Low Risk,0,0,InternetService_Fiber optic (+0.237) | PaymentMethod_Electronic check (+0.231) | Contract_Two year (+0.159),Standard engagement — monitor monthly
711,61,104.4,6405.0,1,0,1,0.3581524,Low Risk,1,0,InternetService_Fiber optic (+0.234) | MonthlyCharges (+0.199) | Contract_Two year (+0.193),Standard engagement — monitor monthly
942,6,19.7,113.5,0,0,0,0.35509914,Low Risk,0,0,Contract_Two year (+0.251) | Contract_One year (+0.179) | MonthlyCharges (+0.158),Standard engagement — monitor monthly
294,32,108.15,3432.9,0,0,1,0.35508588,Low Risk,1,0,InternetService_Fiber optic (+0.291) | Contract_Two year (+0.174) | PaperlessBilling (+0.104),Standard engagement — monitor monthly
903,40,99.2,4062.2,1,0,1,0.35310507,Low Risk,1,0,MonthlyCharges (+0.197) | Contract_Two year (+0.197) | InternetService_Fiber optic (+0.171),Standard engagement — monitor monthly
678,5,20.15,117.95,0,0,0,0.3525543,Low Risk,0,0,Contract_Two year (+0.216) | Contract_One year (+0.205) | TotalCharges (+0.144),Standard engagement — monitor monthly
541,6,59.45,357.6,0,0,0,0.3521637,Low Risk,0,0,charges_per_tenure (+0.259) | PaymentMethod_Electronic check (+0.259) | Contract_Two year (+0.185),Standard engagement — monitor monthly
406,6,50.95,307.6,0,0,0,0.35210958,Low Risk,0,0,charges_per_tenure (+0.221) | Contract_Two year (+0.207) | PhoneService (+0.170),Standard engagement — monitor monthly
392,3,19.6,59.75,0,0,0,0.35206237,Low Risk,1,0,Contract_Two year (+0.199) | Contract_One year (+0.184) | charges_per_tenure (+0.155),Standard engagement — monitor monthly
488,54,106.55,5763.3,1,0,1,0.35092175,Low Risk,1,0,InternetService_Fiber optic (+0.237) | StreamingMovies (+0.155) | Contract_Two year (+0.153),Standard engagement — monitor monthly
1247,27,83.85,2310.2,0,0,0,0.35032994,Low Risk,0,0,PaymentMethod_Electronic check (+0.282) | Contract_Two year (+0.237) | SeniorCitizen (+0.180),Standard engagement — monitor monthly
339,53,90.8,4921.2,0,0,1,0.34723556,Low Risk,0,0,InternetService_Fiber optic (+0.296) | Contract_Two year (+0.284) | PaymentMethod_Electronic check (+0.267),Standard engagement — monitor monthly
624,49,56.3,2780.6,1,0,0,0.34621122,Low Risk,0,0,Contract_Two year (+0.248) | PhoneService (+0.233) | StreamingMovies (+0.114),Standard engagement — monitor monthly
772,16,79.5,1264.2,1,0,1,0.34547216,Low Risk,0,0,charges_per_tenure (+0.426) | InternetService_Fiber optic (+0.188) | MultipleLines (+0.160),Standard engagement — monitor monthly
781,16,71.4,1212.1,0,0,0,0.34382573,Low Risk,0,0,Contract_Two year (+0.197) | PaperlessBilling (+0.184) | charges_per_tenure (+0.115),Standard engagement — monitor monthly
1091,35,89.7,3165.6,1,0,1,0.34258357,Low Risk,0,0,PaymentMethod_Electronic check (+0.441) | InternetService_Fiber optic (+0.217) | Contract_Two year (+0.205),Standard engagement — monitor monthly
39,11,45.2,492.0,0,0,0,0.34068832,Low Risk,0,0,Contract_Two year (+0.214) | MonthlyCharges (+0.202) | Contract_One year (+0.158),Standard engagement — monitor monthly
1112,7,50.7,350.35,0,0,0,0.33925715,Low Risk,0,0,charges_per_tenure (+0.245) | Contract_Two year (+0.193) | Contract_One year (+0.164),Standard engagement — monitor monthly
215,11,59.65,683.25,0,0,0,0.33665073,Low Risk,0,0,Contract_Two year (+0.191) | Contract_One year (+0.132) | charges_per_tenure (+0.127),Standard engagement — monitor monthly
640,17,21.1,385.55,0,0,0,0.33578354,Low Risk,0,0,Contract_Two year (+0.289) | Contract_One year (+0.227) | MonthlyCharges (+0.086),Standard engagement — monitor monthly
707,16,19.6,314.45,0,0,0,0.3339942,Low Risk,0,0,Contract_Two year (+0.300) | Contract_One year (+0.269) | MonthlyCharges (+0.162),Standard engagement — monitor monthly
919,6,20.0,109.2,0,0,0,0.33302638,Low Risk,0,0,Contract_Two year (+0.244) | Contract_One year (+0.223) | TotalCharges (+0.130),Standard engagement — monitor monthly
957,52,93.25,4631.7,0,0,1,0.3319522,Low Risk,0,0,InternetService_Fiber optic (+0.341) | Contract_Two year (+0.231) | Contract_One year (+0.191),Standard engagement — monitor monthly
829,26,50.35,1277.5,0,0,0,0.3310304,Low Risk,0,0,Contract_Two year (+0.300) | PhoneService (+0.246) | Contract_One year (+0.163),Standard engagement — monitor monthly
26,7,23.5,173.0,0,0,0,0.3299983,Low Risk,0,0,Contract_Two year (+0.242) | Contract_One year (+0.194) | MonthlyCharges (+0.128),Standard engagement — monitor monthly
269,19,89.95,1682.4,0,0,1,0.32697463,Low Risk,0,0,InternetService_Fiber optic (+0.234) | Contract_Two year (+0.194) | charges_per_tenure (+0.192),Standard engagement — monitor monthly
1184,46,105.2,4822.85,1,0,1,0.3252516,Low Risk,1,0,InternetService_Fiber optic (+0.206) | Contract_Two year (+0.160) | StreamingMovies (+0.138),Standard engagement — monitor monthly
749,48,97.05,4692.95,1,0,1,0.32522917,Low Risk,0,0,InternetService_Fiber optic (+0.234) | PaymentMethod_Electronic check (+0.203) | Contract_Two year (+0.194),Standard engagement — monitor monthly
487,4,20.95,85.5,0,0,0,0.32407185,Low Risk,1,0,Contract_Two year (+0.195) | Contract_One year (+0.180) | OnlineBackup (+0.080),Standard engagement — monitor monthly
509,6,20.95,109.5,0,0,0,0.32256827,Low Risk,0,0,Contract_Two year (+0.241) | Contract_One year (+0.200) | OnlineBackup (+0.073),Standard engagement — monitor monthly
202,19,24.1,439.2,0,0,0,0.3224765,Low Risk,0,0,Contract_Two year (+0.299) | MonthlyCharges (+0.252) | Contract_One year (+0.209),Standard engagement — monitor monthly
166,29,66.1,1912.15,0,0,0,0.32178557,Low Risk,0,0,PaymentMethod_Electronic check (+0.319) | Contract_Two year (+0.223) | Contract_One year (+0.156),Standard engagement — monitor monthly
894,8,51.3,411.6,0,0,0,0.32134476,Low Risk,0,0,Contract_Two year (+0.186) | charges_per_tenure (+0.172) | Contract_One year (+0.140),Standard engagement — monitor monthly
776,46,69.1,3168.0,0,0,0,0.32006314,Low Risk,0,0,Contract_Two year (+0.339) | Contract_One year (+0.150) | TechSupport (+0.143),Standard engagement — monitor monthly
1121,40,26.2,1077.5,0,0,0,0.31768158,Low Risk,0,0,TotalCharges (+0.397) | Contract_Two year (+0.241) | Contract_One year (+0.202),Standard engagement — monitor monthly
1334,65,108.8,7082.45,0,0,1,0.3176487,Low Risk,0,0,InternetService_Fiber optic (+0.288) | Contract_Two year (+0.191) | Contract_One year (+0.187),Standard engagement — monitor monthly
628,56,94.8,5264.3,1,0,1,0.31649178,Low Risk,0,0,InternetService_Fiber optic (+0.200) | StreamingMovies (+0.177) | SeniorCitizen (+0.173),Standard engagement — monitor monthly
755,55,89.8,4959.6,0,0,1,0.3157404,Low Risk,0,0,Contract_Two year (+0.353) | InternetService_Fiber optic (+0.319) | Contract_One year (+0.269),Standard engagement — monitor monthly
562,57,53.75,3196.0,0,0,0,0.31432307,Low Risk,0,0,PaymentMethod_Electronic check (+0.403) | PhoneService (+0.379) | Contract_Two year (+0.236),Standard engagement — monitor monthly
79,48,44.8,2104.55,0,0,0,0.3142429,Low Risk,0,0,PhoneService (+0.441) | PaymentMethod_Electronic check (+0.389) | Contract_Two year (+0.246),Standard engagement — monitor monthly
257,28,90.1,2598.95,1,0,1,0.31281686,Low Risk,1,0,InternetService_Fiber optic (+0.203) | Contract_Two year (+0.187) | StreamingMovies (+0.163),Standard engagement — monitor monthly
806,18,55.95,1082.8,0,0,0,0.3109008,Low Risk,0,0,Contract_Two year (+0.240) | TotalCharges (+0.229) | Contract_One year (+0.167),Standard engagement — monitor monthly
1267,21,64.95,1339.8,0,0,0,0.31029978,Low Risk,0,0,SeniorCitizen (+0.298) | Contract_Two year (+0.248) | Contract_One year (+0.166),Standard engagement — monitor monthly
1226,55,113.6,6292.7,0,1,1,0.31011215,Low Risk,0,0,TotalCharges (+0.288) | MonthlyCharges (+0.203) | InternetService_Fiber optic (+0.194),Standard engagement — monitor monthly
1154,12,61.65,713.75,0,0,0,0.30552152,Low Risk,1,0,charges_per_tenure (+0.318) | Contract_Two year (+0.181) | Contract_One year (+0.150),Standard engagement — monitor monthly
1164,19,89.35,1686.85,1,0,1,0.3047996,Low Risk,0,0,charges_per_tenure (+0.249) | MultipleLines (+0.206) | InternetService_Fiber optic (+0.193),Standard engagement — monitor monthly
730,66,95.3,6273.4,1,0,1,0.30468625,Low Risk,0,0,PaymentMethod_Electronic check (+0.290) | InternetService_Fiber optic (+0.202) | Contract_Two year (+0.185),Standard engagement — monitor monthly
508,10,24.8,223.9,0,0,0,0.30390975,Low Risk,0,0,Contract_Two year (+0.241) | Contract_One year (+0.184) | TotalCharges (+0.098),Standard engagement — monitor monthly
631,34,79.95,2727.3,1,0,0,0.30249232,Low Risk,0,0,Contract_Two year (+0.219) | service_count (+0.134) | StreamingMovies (+0.118),Standard engagement — monitor monthly
804,49,99.25,4920.8,1,0,1,0.30082121,Low Risk,0,0,StreamingMovies (+0.204) | InternetService_Fiber optic (+0.203) | Contract_Two year (+0.191),Standard engagement — monitor monthly
838,39,40.6,1494.5,0,0,0,0.30008358,Low Risk,0,0,PhoneService (+0.338) | PaymentMethod_Electronic check (+0.308) | Contract_Two year (+0.224),Standard engagement — monitor monthly
602,63,105.4,6713.2,0,0,1,0.29990146,Low Risk,0,0,MonthlyCharges (+0.406) | InternetService_Fiber optic (+0.319) | Contract_Two year (+0.217),Standard engagement — monitor monthly
1055,6,19.5,146.3,0,0,0,0.29974967,Low Risk,1,0,Contract_Two year (+0.262) | Contract_One year (+0.216) | gender (+0.097),Standard engagement — monitor monthly
1141,56,96.95,5432.2,0,0,1,0.29958832,Low Risk,0,0,InternetService_Fiber optic (+0.338) | Contract_Two year (+0.241) | Contract_One year (+0.234),Standard engagement — monitor monthly
1176,67,100.9,6733.15,1,0,1,0.2990165,Low Risk,0,0,Contract_Two year (+0.264) | InternetService_Fiber optic (+0.216) | StreamingMovies (+0.191),Standard engagement — monitor monthly
686,15,19.9,320.45,0,0,0,0.29749832,Low Risk,0,0,Contract_Two year (+0.308) | Contract_One year (+0.262) | TotalCharges (+0.177),Standard engagement — monitor monthly
629,15,19.8,309.4,0,0,0,0.29703492,Low Risk,0,0,Contract_Two year (+0.311) | Contract_One year (+0.248) | MonthlyCharges (+0.235),Standard engagement — monitor monthly
1342,4,56.5,235.1,0,0,0,0.29607847,Low Risk,1,0,charges_per_tenure (+0.725) | Contract_Two year (+0.188) | Contract_One year (+0.153),Standard engagement — monitor monthly
1345,42,73.15,3088.25,1,0,0,0.2953616,Low Risk,0,0,PaymentMethod_Electronic check (+0.275) | Contract_Two year (+0.235) | StreamingMovies (+0.123),Standard engagement — monitor monthly
633,9,69.05,653.95,0,0,0,0.2931872,Low Risk,0,0,Contract_Two year (+0.193) | PaperlessBilling (+0.150) | TechSupport (+0.094),Standard engagement — monitor monthly
220,10,60.2,563.5,0,0,0,0.28906697,Low Risk,0,0,Contract_Two year (+0.190) | charges_per_tenure (+0.185) | Contract_One year (+0.135),Standard engagement — monitor monthly
1314,8,60.9,551.95,0,0,0,0.28905177,Low Risk,0,0,SeniorCitizen (+0.291) | Contract_Two year (+0.193) | Contract_One year (+0.164),Standard engagement — monitor monthly
1318,12,49.05,593.05,0,0,0,0.28811187,Low Risk,0,0,Contract_Two year (+0.215) | Contract_One year (+0.145) | PaperlessBilling (+0.125),Standard engagement — monitor monthly
811,10,24.4,253.9,0,0,0,0.28368697,Low Risk,0,0,Contract_Two year (+0.242) | Contract_One year (+0.168) | OnlineSecurity (+0.094),Standard engagement — monitor monthly
825,34,109.8,3587.25,0,0,1,0.2833575,Low Risk,1,0,InternetService_Fiber optic (+0.269) | Contract_Two year (+0.174) | PaperlessBilling (+0.145),Standard engagement — monitor monthly
1333,10,60.95,629.55,0,0,0,0.2830278,Low Risk,0,0,charges_per_tenure (+0.245) | Contract_Two year (+0.188) | Contract_One year (+0.128),Standard engagement — monitor monthly
861,13,74.65,966.25,1,0,1,0.28213012,Low Risk,0,0,charges_per_tenure (+0.253) | InternetService_Fiber optic (+0.206) | Contract_Two year (+0.153),Standard engagement — monitor monthly
1348,13,50.55,610.75,0,0,0,0.2819689,Low Risk,0,0,Contract_Two year (+0.207) | Contract_One year (+0.143) | PaperlessBilling (+0.124),Standard engagement — monitor monthly
1134,7,20.35,150.6,0,0,0,0.27933577,Low Risk,0,0,Contract_Two year (+0.243) | Contract_One year (+0.209) | gender (+0.078),Standard engagement — monitor monthly
1277,31,50.05,1523.4,1,0,0,0.27818796,Low Risk,0,0,PaymentMethod_Electronic check (+0.319) | PhoneService (+0.289) | Contract_Two year (+0.265),Standard engagement — monitor monthly
362,60,94.1,5475.9,0,0,1,0.27797288,Low Risk,0,0,InternetService_Fiber optic (+0.310) | Contract_Two year (+0.276) | Contract_One year (+0.185),Standard engagement — monitor monthly
1115,24,55.65,1400.55,0,0,0,0.27796385,Low Risk,1,0,Contract_Two year (+0.235) | Contract_One year (+0.183) | TechSupport (+0.077),Standard engagement — monitor monthly
705,2,20.35,41.85,0,0,0,0.27667516,Low Risk,0,0,Contract_Two year (+0.194) | Contract_One year (+0.175) | charges_per_tenure (+0.101),Standard engagement — monitor monthly
601,35,72.25,2568.55,0,0,0,0.27661195,Low Risk,1,0,PaymentMethod_Electronic check (+0.284) | Contract_Two year (+0.235) | Contract_One year (+0.115),Standard engagement — monitor monthly
855,52,48.8,2555.05,0,0,0,0.27518862,Low Risk,0,0,Contract_Two year (+0.293) | SeniorCitizen (+0.243) | PhoneService (+0.230),Standard engagement — monitor monthly
385,19,69.6,1394.55,0,0,0,0.2748957,Low Risk,0,0,Contract_Two year (+0.212) | Contract_One year (+0.104) | StreamingTV (+0.103),Standard engagement — monitor monthly
418,67,100.25,6689.0,1,0,1,0.27381915,Low Risk,0,0,MonthlyCharges (+0.377) | Contract_Two year (+0.232) | InternetService_Fiber optic (+0.217),Standard engagement — monitor monthly
173,44,74.85,3268.05,1,0,0,0.27276522,Low Risk,0,0,SeniorCitizen (+0.274) | Contract_Two year (+0.226) | TotalCharges (+0.172),Standard engagement — monitor monthly
203,56,95.65,5471.75,1,0,1,0.2715537,Low Risk,0,0,PaymentMethod_Electronic check (+0.370) | InternetService_Fiber optic (+0.177) | SeniorCitizen (+0.149),Standard engagement — monitor monthly
1275,5,20.5,104.3,0,0,0,0.27103958,Low Risk,0,0,Contract_Two year (+0.211) | Contract_One year (+0.178) | PaperlessBilling (+0.100),Standard engagement — monitor monthly
1294,4,61.45,229.55,0,0,0,0.26984522,Low Risk,1,0,charges_per_tenure (+0.790) | Contract_Two year (+0.192) | Contract_One year (+0.108),Standard engagement — monitor monthly
290,11,64.05,733.95,0,0,0,0.26792946,Low Risk,0,0,Contract_Two year (+0.194) | Contract_One year (+0.130) | OnlineBackup (+0.085),Standard engagement — monitor monthly
966,51,93.5,4619.55,1,0,1,0.26618758,Low Risk,0,0,PaymentMethod_Electronic check (+0.394) | InternetService_Fiber optic (+0.217) | Contract_Two year (+0.170),Standard engagement — monitor monthly
65,11,51.0,581.7,0,0,0,0.26614758,Low Risk,0,0,Contract_Two year (+0.186) | charges_per_tenure (+0.171) | Contract_One year (+0.159),Standard engagement — monitor monthly
